Tweets,Sentiment,Sentiment Score
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@EWErickson This is the stupidest tweet ever.  Not counting anything realdonaldtrump ever tweeted. @fox5newsdc',Negative,-1
b'And tell your TrailerTrash president wannabe @realDonaldTrump realDonaldTrump to stop buying close from China. Of\xe2\x80\xa6 https://t.co/whTTpoiVho',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/nZn7bsKYky',Neutral,0
b'realdonaldtrump @potus lied to us again!!    Poll: Opposition to Kavanaugh rises https://t.co/k3JcXl7nNm',Negative,-1
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/Yh6CgdZWma',Neutral,0
b'RT @jeffreymmiller: realDonaldTrump Deregulation causes $900 billion bond wipeout and sparks fear of worst stock run in decades.\n\n@SenCory\xe2\x80\xa6',Negative,-2
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/6J0keP5XFs',Neutral,0
"b'realdonaldtrump @realdonaldtrump lied to Americans again!!     Four in 10 believe allegations against Kavanaugh, t\xe2\x80\xa6 https://t.co/8dgRUK9Nmp'",Negative,-2
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/kA346p4RL5',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/e8ilPX0DjV',Neutral,0
b'realDonaldTrump Deregulation causes $900 billion bond wipeout and sparks fear of worst stock run in decades.\xe2\x80\xa6 https://t.co/i29PDjm5Km',Negative,-2
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/I2ULfznDDF',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/MHmVYOiuim',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/gInK4AXSvg',Neutral,0
b'RT @kennedym0113: Senate realDonaldTrump KavanaughConfirmation Classic! Demonstrating the fact that the GOP and Trump are out of touch w\xe2\x80\xa6',Neutral,0
b'RT @MOTHERSFORTRUMP: POTUS is MAGA Thank you for all your hard work.. wesupporttrump we believe in you God Bless realDonaldTrump &amp; God\xe2\x80\xa6',Negative,-1
b'Senate realDonaldTrump KavanaughConfirmation Classic! Demonstrating the fact that the GOP and Trump are out of t\xe2\x80\xa6 https://t.co/TcKgbQWJot',Neutral,0
"b'We may all die from climate change, but humanity is not powerful enough to cause it or stop it. MAGA\xe2\x80\xa6 https://t.co/Px9eSylmS1'",Positive,1
b'RT @EdwinLo31339753: ChuckShummer do you think that \xe2\x80\x9c We the People \xe2\x80\x9c are stupid ? Think again scumbag bastard ! GodblessAmerica realDon\xe2\x80\xa6',Negative,-2
b'RT @Fern_Renville: Hmm... realDonaldTrump is in debt to himself. \xf0\x9f\xa4\x94 https://t.co/yXJdCoBFoz',Negative,-1
b'RT @EdwinLo31339753: ChuckShummer do you think that \xe2\x80\x9c We the People \xe2\x80\x9c are stupid ? Think again scumbag bastard ! GodblessAmerica realDon\xe2\x80\xa6',Negative,-2
"b'You will give someone a piece of your mind, which you can ill afford.\n realdonaldtrump'",Neutral,0
b'Silver spoon Donald RealDonaldTrump',Neutral,0
b'@YouKeepUsingTW @phantomwarlock3 @realDonaldTrump @BrettKavanaugh @mgyllenhaal Kavanaugh or MaggieGyllenhaal? Bot\xe2\x80\xa6 https://t.co/TRGu507M2U',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/fHaeSZfWEZ',Neutral,0
b'Saudi defeat in Yemen\nWahhabism Antichrist Jerusalem Lebanon Syria\nthe_Tripartite_Aggression\nErdogan\xe2\x80\xa6 https://t.co/fp9VDfqm32',Positive,1
b'Hmm... realDonaldTrump is in debt to himself. \xf0\x9f\xa4\x94 https://t.co/yXJdCoBFoz',Negative,-1
b'realDonaldTrump bebest GOP Fax News had this as your new log for the mid terms. I am not sure it will work. Thou\xe2\x80\xa6 https://t.co/X9vF6wmc5g',Neutral,0
"b'RT @MAGA_Rocco: @KurtSchlichter @MargaretTrucks Well, we won and to the victors go the spoils of war, get the F over it and move on, or lea\xe2\x80\xa6'",Neutral,0
"b'Yes they should be, by women, wielding machinates, with pig blood on them. MAGA realDonaldTrump https://t.co/AqiosFm4X9'",Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b'@KurtSchlichter @MargaretTrucks Well, we won and to the victors go the spoils of war, get the F over it and move on\xe2\x80\xa6 https://t.co/Y4wZfUefrQ'",Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'RT @postlaw: Not even a Pardon can Whitewash the Truth!\n\npardon \ntruth \nWhiteHouse \nrealdonaldtrump',Neutral,0
b'RT @CoolCatlovesyou: Big Honor!  Mr. Donald Trump tweeted about Cool Cat.  Guess he heard of the CoolCat2016 campaign.  realDonaldTrump h\xe2\x80\xa6',Neutral,0
"b""@SenBobCorker You can't support President Trump and his hostile rhetoric toward journalists and pretend to care abo\xe2\x80\xa6 https://t.co/uiF4by5Ahd""",Negative,-2
b'RT @LouiseM34522239: MondayMorning realDonaldTrump Liar BIGLY https://t.co/mbWmJypWOz',Neutral,0
b'MondayMorning realDonaldTrump Liar BIGLY https://t.co/mbWmJypWOz',Neutral,0
"b'Kavanaugh Accusers are ""Lying Skanks\xe2\x80\x99\', and lets see if I get twitter banned for saying the truth. MAGA\xe2\x80\xa6 https://t.co/wOzXTxdv8P'",Neutral,0
"b""RT @JJS5547: What I don't get.. what did and does Obama have on all these people that they lost their positions and reputations for.. MAGA\xe2\x80\xa6""",Negative,-1
"b'@Lrihendry America is beginning (collectively) to wake. The fact that these two deeply-broken, libtarded socialist,\xe2\x80\xa6 https://t.co/PMynufdlBJ'",Neutral,0
b'RT @BFjorka: realDonaldTrump twitterpoll\nShould the National Guard be activated to restore order when State/Municipal governments allow a\xe2\x80\xa6',Neutral,0
b'realDonaldTrump twitterpoll\nShould the National Guard be activated to restore order when State/Municipal governme\xe2\x80\xa6 https://t.co/60RIaAusuY',Neutral,0
b'RT @LouiseM34522239: Democrats Now Have A Roadmap For Investigating The Trump Crime Family https://t.co/TAVTmMey1l MondayMorning realDona\xe2\x80\xa6',Neutral,0
b'Democrats Now Have A Roadmap For Investigating The Trump Crime Family https://t.co/TAVTmMey1l MondayMorning realDonaldTrump',Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b""Breaking News! End of the World! We have 20 years left! Global Warnings! Don't eat meat! Meanwhile, Strictly result\xe2\x80\xa6 https://t.co/nQ1o12XEoL""",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""Here's an article that the southern @GOP &amp; @POTUS should be paying attention to.  How about focusing on your educat\xe2\x80\xa6 https://t.co/jFMYAmFdXk""",Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b'RT @Lady_Rin_Kelly: realDonaldTrump feels nice to get back to other news, thrilled about Kavanaugh however glad to focus on other news.'",Positive,3
"b'realDonaldTrump feels nice to get back to other news, thrilled about Kavanaugh however glad to focus on other news.'",Positive,3
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'RT @paulajwest: Thank you realDonaldTrump',Neutral,0
b'RT @buckcalibur22: Very soon my fellow Patriots. MAGA ConfirmKavanaughNow realDonaldTrump Qanon https://t.co/tRLndiB66N',Neutral,0
b'RT @nowinewhine: Wine is the missing ingredient!: Red Solo Cup https://t.co/0tZyiSARzT wine Travel vino ColumbusDay MondayMood climat\xe2\x80\xa6',Neutral,0
b'realdonaldtrump thinks his base is stupid enough to believe this!!  Trump calls allegations against Kavanaugh part\xe2\x80\xa6 https://t.co/4TJ85Q1E8w',Negative,-1
b'Wine is the missing ingredient!: Red Solo Cup https://t.co/0tZyiSARzT wine Travel vino ColumbusDay MondayMood\xe2\x80\xa6 https://t.co/qDe2VXGA2k',Neutral,0
b'@realDonaldTrump did you mention the horrific limo crash and the victims?  What no thoughts and prays?\xe2\x80\xa6 https://t.co/K7s81ygLnQ',Negative,-2
"b'RT @ikyeager: Every aspect of the 2016 Election should have or should be investigated. We really need to know what, why, how, where and whe\xe2\x80\xa6'",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'@jilevin Nonexistent violent crime ??what\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f.    VOTE BLUE Down the line every time realDonaldTrump',Negative,-2
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/JoQR7cb2Mk',Neutral,0
b'The question should be could have Trumps requests for Russian help and the Russian efforts yielded the slim majorit\xe2\x80\xa6 https://t.co/Fhzoa6l7T4',Neutral,0
b'Anarchy is a Republican Senate taking advantage of a sick President to deny Democratic processes under a reasonable\xe2\x80\xa6 https://t.co/SMDt82f7FH',Negative,-1
b'The drafters of our Constitution never intended for the Senate to weaponize their voting in support of a President\xe2\x80\xa6 https://t.co/cGvafaRHMP',Positive,1
b'@FoxNews BAD MOVE! I am sure you\xe2\x80\x99re going to regret that one Mr. Presidents. realDonaldTrump',Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/V3iXh3eys2',Neutral,0
"b'RT @ikyeager: Every aspect of the 2016 Election should have or should be investigated. We really need to know what, why, how, where and whe\xe2\x80\xa6'",Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/JqEdVS92TB',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/afKSOGkivN',Neutral,0
b'realDonaldTrump   You are nothing more than a filthy gossip and an embarrassment to the USA. You can\xe2\x80\x99t give a spee\xe2\x80\xa6 https://t.co/2W8rI2gvBl',Negative,-3
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'Surfing with Soba Recovery Center 24 HR Helpline 866 447 5298 https://t.co/U2i3BsJq2Q oceans surfing sober\xe2\x80\xa6 https://t.co/iEeWT0ctZT',Neutral,0
"b""There gonna drop him off at 40,000'.\nPOTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\xe2\x80\xa6 https://t.co/lxtl7Qs7WE""",Neutral,0
"b'RT @cliffordmd2112: @MrAndyNgo @KimStrassel @tedwheeler Incredible, time for some bikers for Trump time, realDonaldTrump again, where the\xe2\x80\xa6'",Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b'Every aspect of the 2016 Election should have or should be investigated. We really need to know what, why, how, whe\xe2\x80\xa6 https://t.co/EAK35dc4ZN'",Neutral,0
b'The Hirono doctrine for all MEN in the Democratic Party.\n\n-Shut up\n-Stand up when and how we tell you to\n-You are n\xe2\x80\xa6 https://t.co/I2hPFhiLU1',Neutral,0
"b'The demoncrats have lost their minds! SLAVERY is wrong, stop it. rnc realDonaldTrump MixtapeTour\xe2\x80\xa6 https://t.co/mVWyWmybbM'",Negative,-1
b'@CNN Change the tie change @POTUS @realDonaldTrump tie realDonaldTrump',Neutral,0
"b""RT @SHAFOVALOFF11: Trump, Cornyn and McConnel are no Lincoln's trying to heal your wound and this occasion is as badly divisive as our Civi\xe2\x80\xa6""",Negative,-2
"b""Trump, Cornyn and McConnel are no Lincoln's trying to heal your wound and this occasion is as badly divisive as our\xe2\x80\xa6 https://t.co/8LmoZB9hH8""",Negative,-2
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'AMERICA is the best country on earth! RealEstate realDonaldTrump RNC BlackTwitter FlyEaglesFly\xe2\x80\xa6 https://t.co/1DRpcmXyD7',Positive,1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'After reading the NYTimes piece on realDonaldTrump last week I\xe2\x80\x99m wondering if his family\xe2\x80\x99s tax fraud will affect h\xe2\x80\xa6 https://t.co/fsqLwcaGwa',Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'Where are the police ruleoflaw realDonaldTrump https://t.co/7W0eytc5tP',Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'RT @epiciProducts: I might have a vision problem but every single protester looks like a pissed off lesbian or gay guy. Anybody else have t\xe2\x80\xa6',Neutral,0
b'@TomFitton @JudicialWatch QSentUs ThankYou for your HardWork. WeThePeople  Appreciate AllYouDo CarryOn\xe2\x80\xa6 https://t.co/KPvpplA0PO',Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
b'That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave\xe2\x80\xa6 https://t.co/oZegs2LaNe',Positive,1
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
b'Russia trumping Trump! I would imagine KimJongUn prefers a deal with Putin over a deal with realDonaldTrump!\xe2\x80\xa6 https://t.co/VXiVwxH0rh',Positive,1
"b'@MrAndyNgo @KimStrassel @tedwheeler Incredible, time for some bikers for Trump time, realDonaldTrump again, where\xe2\x80\xa6 https://t.co/7A0QeezXSA'",Neutral,0
b'Looking more like Jamal Khashoggi was murdered by Saudi police in Istanbul embassy. Will realDonaldTrump speak out\xe2\x80\xa6 https://t.co/ybFJ0Rq7WQ',Positive,1
"b""RT @JcKatherine: realdonaldtrump @realdonaldtrump set up (cheated!) @fbi so they did not prove Kavanaugh's sex abuse, perjury, etc.  Pleas\xe2\x80\xa6""",Neutral,0
b'I might have a vision problem but every single protester looks like a pissed off lesbian or gay guy. Anybody else h\xe2\x80\xa6 https://t.co/6hotYCgn5N',Neutral,0
"b""@realDonaldTrump There's no place like home!There's no place like home! I keep tapping my red shoes, but he is stil\xe2\x80\xa6 https://t.co/MdVcBvpO2S""",Positive,2
b'RT @HollanChristine: Agree. President Trump please keep the drains flowing.  realDonaldTrump https://t.co/P62N88qNwu',Negative,-1
b'RT @ChrisCieszewski: Even trash has dreams...\nMAGA realDonaldTrump https://t.co/TplMdnyLZM',Negative,-1
b'Agree. President Trump please keep the drains flowing.  realDonaldTrump https://t.co/P62N88qNwu',Negative,-1
b'RT @TakebkUS: I have read that O is involved with this.\n\nMAGATrumpStyle\n\nMAGA KAG Summit \nTrump POTUSTrump QAnon \nVoteRed2018 Spyg\xe2\x80\xa6',Neutral,0
"b""RT @skip1957: Ever since realDonaldTrump  fiasco with the toilet paper stuck to his shoe, I hear he's looking for someone to wipe his ass\xe2\x80\xa6""",Negative,-2
"b'RT @wildernessmust2: Get the millions of cattle off the ranges on Public Lands, reduce their numbers. NOT American Wild Horses that are a n\xe2\x80\xa6'",Neutral,0
"b""Ever since realDonaldTrump  fiasco with the toilet paper stuck to his shoe, I hear he's looking for someone to wip\xe2\x80\xa6 https://t.co/N6WbLaUnYW""",Negative,-2
b'realDonaldTrump proves his IGNORANCE once again! He should read some history books to DISCOVER what an EVIL man Co\xe2\x80\xa6 https://t.co/9LaSuekr7x',Positive,1
b'The Dems/Libs want to make America Hate Again StoptheDemsAgenda and let\xe2\x80\x99s stand behind our President\xe2\x80\xa6 https://t.co/GuG8laFHsN',Neutral,0
b'RT @GoodmanComedian: Why would @RandPaul care about silencing the news? Khashoggi is  part of FakeNews. Rand &amp; his boss realDonaldTrump\xe2\x80\xa6',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'Thanks to realdonaldtrump !!  Washington is in ruins but Amy Klobuchar is still standing tall https://t.co/BnwG73f5R8',Negative,-1
b'RT @RobertoConti15: No more recycling plastics to China. Conti Group International has the technology to turn all plastics back to reusable\xe2\x80\xa6',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@mike_pence @tedcruz @realDonaldTrump George Groves five defining nights\nif you more update and latest news pls vis\xe2\x80\xa6 https://t.co/A0INthEM5b',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'I guess realdonaldtrump @realdonaldtrump thinks there is nothing wrong with Kavanaugh committing perjury and sexua\xe2\x80\xa6 https://t.co/iuv9mCzJTX',Negative,-1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b'realDonaldTrump sir please come visit LC , Louisiana State University in Pineville !!!! Would love to see you , ge\xe2\x80\xa6 https://t.co/5KUTB6CToR'",Positive,1
"b""realdonaldtrump @realdonaldtrump fixed (cheated) it so the @fbi couldn't investigate the true nature of Kavanaugh'\xe2\x80\xa6 https://t.co/qCzrbLhDpR""",Neutral,0
b'Prediction: Democrats lose huge November 6th 2018. Democrats immediately say Russians hacked elections.\xe2\x80\xa6 https://t.co/XJb1hatSZB',Negative,-1
"b'@dcexaminer Okay, if they say its 4 point for them that means we are now up by 9, I love it realDonaldTrump TrumpTrain WalkAway'",Positive,1
"b""RT @JcKatherine: Colin Powell, dismayed, says @realdonaldtrump realdonaldtrump has turned America from 'we the people' to 'me the Presiden\xe2\x80\xa6""",Neutral,0
b'@TheView @HuntsmanAbby @realDonaldTrump TheView realDonaldTrump TODAYshow CNN PBSnews BBCnews FRANCE24\xe2\x80\xa6 https://t.co/azqc1R4bjf',Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b""realdonaldtrump @realdonaldtrump set up (cheated!) @fbi so they did not prove Kavanaugh's sex abuse, perjury, etc.\xe2\x80\xa6 https://t.co/eUG9Tk7mT5""",Neutral,0
"b'RT @Conceptengager: ""STEPHEN MILLER"":\n(Senior POLITICAL\n     POLICY Advisor):\n   *https://t.co/VVi9yfF1wV\n1.*https://t.co/RUV27AA1Ny\n  a.\xe2\x80\xa6'",Neutral,0
"b""RT @JcKatherine: Colin Powell, dismayed, says @realdonaldtrump realdonaldtrump has turned America from 'we the people' to 'me the Presiden\xe2\x80\xa6""",Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'@nytimes can an u look into LindseyGrahamSC why he suddenly flip flopped to support realDonaldTrump right after h\xe2\x80\xa6 https://t.co/DuS8bCIUeD',Positive,2
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b'@LastStand_Radio @ilyushin76 @RealJamesWoods @Ironwand ""Maybe if the asshats on your side of the aisle quit with th\xe2\x80\xa6 https://t.co/AubwwFzMSD'",Neutral,0
"b'The next step is China verbal saber rattling, preliminary to behind the scenes coming to the negotiating table...\xe2\x80\xa6 https://t.co/g5Rg6YiOCQ'",Neutral,0
"b""Colin Powell, dismayed, says @realdonaldtrump realdonaldtrump has turned America from 'we the people' to 'me the President'. -Newsweek""",Neutral,0
b'@realDonaldTrump @SecPompeo Did they decide on where to locate your hotel yet?realDonaldTrump rocketman brothersinthebond',Neutral,0
b'Looks like FOXNews has pardoned Hope Hicks &amp; hired her as FoxStateNews Communication Dir.\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @realDonaldTrump',Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@TheView @realDonaldTrump TheView realDonaldTrump TODAYshow foxandfriends PBSnews BBCnews FRANCE24 CNN\xe2\x80\xa6 https://t.co/AbEEnaZny5',Neutral,0
b'RT @TXBelle18: @briantylercohen @KaraDemocrat But see this is who Pontius Pilate ( realDonaldTrump ) and his \xe2\x80\x9ccrucify her\xe2\x80\x9d victim-shaming\xe2\x80\xa6',Neutral,0
b'It has been 1 year and 261 days America has been held hostage by the Trump administration. Trump realDonaldTrump\xe2\x80\xa6 https://t.co/SX2cQk7dwW',Negative,-1
"b'Trump loves Saudi Arabia. The nation that seems to have murdered, slaughtered and gutted a journalist as if he was\xe2\x80\xa6 https://t.co/XSQ55FbuMP'",Neutral,0
b'@MichaelAvenatti @realDonaldTrump @FoxNews realDonaldTrump why is it though Donald never argues with you Michael A?',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@TheView @MeghanMcCain @realDonaldTrump realDonaldTrump  TheView TODAYshow GMA CNN PBSnews foxandfriends We\xe2\x80\xa6 https://t.co/YuqITarAcf',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""Erdogan is secretly negotiating with the Saudis how much he will receive to keep silent about JamalKhashoggi's d\xe2\x80\xa6 https://t.co/JA9qHhW3D6""",Positive,1
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
b'Why would @RandPaul care about silencing the news? Khashoggi is  part of FakeNews. Rand &amp; his boss\xe2\x80\xa6 https://t.co/qR5KsUFVvx',Neutral,0
b'@LiveNation @HillaryClinton @BillClinton thanks for the warning - who wants to see that pervert billClinton who LI\xe2\x80\xa6 https://t.co/ygWhymxy8H',Negative,-2
b'@CNNPolitics Just remember Dingleberry Donnie that your great-great-uncle Frankenstein was chased out of town by a\xe2\x80\xa6 https://t.co/giH2gv7Xcp',Neutral,0
b'RT @epiciProducts: Well at least Christine Fords dad was revealed! That darn Harry.realDonaldTrump WalkAway RedNovember https://t.co/6HW\xe2\x80\xa6',Neutral,0
b'Well at least Christine Fords dad was revealed! That darn Harry.realDonaldTrump WalkAway RedNovember https://t.co/6HW0xmKPoy',Neutral,0
"b'@realDonaldTrump As Long as Marijuana is on the DEA Schedule 1 list it cannot and will not be covered by Insurance,\xe2\x80\xa6 https://t.co/woDJ96QpJ7'",Neutral,0
"b'@realDonaldTrump When will Marijuana be taken off of the Federal DEA schedule list?!?!  Mr. President, Pot is not j\xe2\x80\xa6 https://t.co/SJ8wecHnwW'",Neutral,0
"b'@realDonaldTrump When will Marijuana be taken off of the Federal DEA schedule list?!?!  Mr. President, Pot is not j\xe2\x80\xa6 https://t.co/AI7M4Kp63L'",Neutral,0
b'@RandPaul Why would @RandPaul care about silencing the news? Khashoggi is  part of the FakeNews. Rand &amp; his boss\xe2\x80\xa6 https://t.co/r9kqUWcnyi',Neutral,0
